session_id,user_id,customer_name,product_id,product,category,sequence_order,timestamp
4450,123,Kevin,3435,無線滑鼠,3C配件,6,2024-11-20 09:36:40
9280,116,Emily,932,果汁飲料,食品零食,1,2024-11-20 15:25:18
5533,102,小美,5564,無糖紅茶,食品零食,2,2024-11-22 09:32:15
3647,124,Daniel,9138,泡麵,食品零食,6,2024-08-06 20:25:19
1158,104,小華,2542,女用短襪,居家生活,5,2024-01-19 13:26:33
3426,114,家豪,785,牛奶餅乾,食品零食,3,2024-07-05 01:27:09
6862,107,佳玲,1784,女用短襪,居家生活,3,2025-02-03 20:23:05
7658,120,家豪,3978,自動鉛筆,文具用品,2,2025-02-13 06:26:46
7755,101,家豪,5542,男用短襪,居家生活,4,2025-02-14 09:02:07
5371,106,小華,6367,女用短襪,居家生活,1,2025-03-15 17:08:14
4644,107,Daniel,5828,洗衣精,居家生活,3,2025-02-24 08:17:11
4652,101,佳玲,6628,果汁飲料,食品零食,3,2024-05-22 02:31:39
5573,112,Ivy,6648,螢光筆組,文具用品,6,2025-03-07 19:31:22
6425,101,小華,4379,泡麵,食品零食,2,2024-10-24 09:39:55
1626,104,Eric,7219,護手霜,居家生活,3,2025-01-08 11:25:14
8149,120,Ivy,1994,牙刷組,居家生活,4,2024-10-22 06:55:14
5173,102,Sophia,127,無糖紅茶,食品零食,5,2025-02-16 19:36:15
4228,112,Sophia,1246,泡麵,食品零食,6,2024-06-18 22:41:18
6143,122,小華,5020,螢光筆組,文具用品,5,2024-06-07 14:52:08
6344,113,Emily,9183,充電線,3C配件,2,2024-04-08 15:18:28
7211,122,家豪,9424,牙刷組,居家生活,3,2024-07-26 19:56:59
1006,110,Emily,3543,牙刷組,居家生活,4,2025-02-06 21:06:59
6279,115,Daniel,7344,泡麵,食品零食,6,2024-04-19 18:36:40
8752,126,家豪,1489,男用短襪,居家生活,3,2024-09-20 23:02:40
6491,103,佳玲,5185,果汁飲料,食品零食,2,2025-02-16 07:15:00
3414,101,小美,4111,自動鉛筆,文具用品,4,2024-11-08 02:39:05
8461,114,Eric,3285,洗髮精,居家生活,6,2024-12-22 13:58:48
9099,113,佳玲,2517,女用短襪,居家生活,6,2024-12-18 00:12:06
2746,125,Sophia,3685,泡麵,食品零食,2,2025-02-15 18:51:29
8611,102,Ivy,4182,女用短襪,居家生活,1,2024-08-21 04:51:17
8612,122,Ivy,9257,女用短襪,居家生活,5,2024-06-11 16:06:48
9270,114,Ivy,7405,牙刷組,居家生活,2,2025-01-15 17:16:56
8373,109,佳玲,4643,洗手慕絲,居家生活,5,2024-09-05 22:49:09
4919,109,Daniel,1369,筆記本,文具用品,6,2024-05-26 08:32:15
5451,111,Kevin,8949,保溫瓶,居家生活,1,2024-03-11 05:29:29
4788,113,家豪,3605,果汁飲料,食品零食,1,2024-07-31 14:50:24
6421,118,Daniel,6912,充電線,3C配件,1,2024-04-15 15:17:49
7381,129,Eric,420,牙刷組,居家生活,5,2024-07-13 17:21:58
1096,112,Emily,6489,洗衣精,居家生活,4,2024-10-02 19:53:02
4613,116,佳玲,4571,牙刷組,居家生活,4,2024-09-05 01:03:24
7371,111,Sophia,2804,保溫瓶,居家生活,4,2024-03-06 22:39:20
9751,101,Sophia,9797,洗衣精,居家生活,5,2024-12-05 00:59:12
2375,121,Sophia,2323,牛奶餅乾,食品零食,4,2024-04-03 01:49:50
5262,113,Kevin,3567,泡麵,食品零食,4,2024-06-16 12:17:16
7211,109,Sophia,4233,果汁飲料,食品零食,1,2024-08-28 00:42:20
9837,102,Kevin,3773,泡麵,食品零食,6,2024-02-05 23:43:46
1659,125,小美,4151,洗手慕絲,居家生活,2,2025-03-05 00:44:31
3496,108,家豪,7858,女用短襪,居家生活,6,2024-02-28 20:32:00
4571,115,Emily,6143,洗衣精,居家生活,2,2024-11-06 22:06:33
2876,125,家豪,5196,無線滑鼠,3C配件,1,2024-10-23 00:56:05
6111,119,Sophia,6598,無糖紅茶,食品零食,6,2024-04-11 02:46:01
4978,104,Emily,9937,牛奶餅乾,食品零食,1,2025-02-11 20:36:17
1672,112,Ivy,7118,牙刷組,居家生活,6,2024-07-08 02:30:38
9289,121,Kevin,307,無糖紅茶,食品零食,4,2025-02-25 17:50:51
2729,114,Kevin,7632,泡麵,食品零食,6,2024-03-19 15:51:20
3885,124,Ivy,4525,女用短襪,居家生活,5,2025-02-17 19:35:39
8921,115,Sophia,9807,果汁飲料,食品零食,3,2024-06-14 08:56:17
2419,109,Daniel,4095,無線滑鼠,3C配件,4,2024-10-18 22:13:17
7209,111,小美,8198,螢光筆組,文具用品,3,2024-04-03 17:45:04
4475,112,Emily,5676,洗手慕絲,居家生活,3,2025-03-26 21:42:19
5526,118,小美,8564,筆記本,文具用品,2,2024-02-13 08:47:15
7658,116,Ivy,4037,螢光筆組,文具用品,6,2024-08-31 23:30:59
9041,115,小美,1624,無糖紅茶,食品零食,3,2024-04-23 14:43:25
4986,110,Eric,6146,筆記本,文具用品,4,2024-10-10 19:19:48
6632,114,Ivy,5519,洗衣精,居家生活,3,2024-12-25 16:31:13
5438,110,Emily,3877,螢光筆組,文具用品,1,2025-01-04 07:00:42
6169,104,Ivy,3133,筆記本,文具用品,2,2024-04-20 17:37:44
5530,124,Eric,8695,女用短襪,居家生活,5,2024-05-24 03:39:36
4180,110,佳玲,6012,果汁飲料,食品零食,2,2024-06-03 00:30:54
9751,105,Emily,845,無糖紅茶,食品零食,1,2024-10-10 10:38:10
3068,121,Daniel,1780,牛奶餅乾,食品零食,1,2024-10-20 10:21:08
8690,116,Daniel,5682,螢光筆組,文具用品,2,2024-01-27 09:11:32
8827,104,小華,6665,自動鉛筆,文具用品,4,2024-02-07 21:00:31
1878,105,家豪,9321,泡麵,食品零食,3,2024-02-13 09:02:10
2940,118,Sophia,9866,洗衣精,居家生活,5,2024-04-25 19:01:34
7232,115,Daniel,4971,牛奶餅乾,食品零食,5,2024-08-07 11:07:06
1986,120,小華,3504,無糖紅茶,食品零食,6,2024-04-18 09:38:07
2330,106,佳玲,2947,果汁飲料,食品零食,5,2024-02-08 05:41:57
1043,114,Daniel,9829,男用短襪,居家生活,4,2024-05-29 01:11:18
4792,110,Emily,7538,護手霜,居家生活,1,2024-12-17 08:29:55
5334,126,Eric,3341,女用短襪,居家生活,4,2024-02-28 19:49:36
4683,121,家豪,4452,洗衣精,居家生活,2,2024-02-06 02:10:16
3718,126,Emily,9849,充電線,3C配件,6,2025-02-26 20:43:27
5728,115,小華,7779,男用短襪,居家生活,6,2024-06-04 14:39:17
5460,117,Ivy,8190,護手霜,居家生活,4,2024-02-11 21:46:25
1653,129,Sophia,5380,護手霜,居家生活,5,2024-05-08 00:56:30
2496,108,Eric,9719,無糖紅茶,食品零食,1,2025-01-26 09:48:45
1659,125,家豪,7808,保溫瓶,居家生活,5,2024-11-29 16:06:03
5557,106,Eric,7241,女用短襪,居家生活,6,2025-02-20 17:54:11
2494,116,Kevin,6790,女用短襪,居家生活,3,2024-06-13 03:48:30
3634,111,Sophia,8217,泡麵,食品零食,3,2024-12-05 14:34:48
1601,115,小華,5253,洗髮精,居家生活,3,2024-06-14 04:13:14
7622,128,Ivy,118,保溫瓶,居家生活,6,2025-03-21 19:45:18
8569,114,小美,3173,泡麵,食品零食,5,2024-07-04 22:40:09
9167,121,Daniel,945,女用短襪,居家生活,2,2024-05-16 19:59:47
3146,130,Emily,7278,無線滑鼠,3C配件,6,2024-09-05 04:25:15
1472,121,Eric,4020,無糖紅茶,食品零食,6,2024-03-22 11:18:50
1224,118,Sophia,1627,果汁飲料,食品零食,2,2025-03-06 04:07:51
8560,104,家豪,8265,保溫瓶,居家生活,6,2024-05-29 18:31:38
5479,114,Daniel,7836,護手霜,居家生活,2,2024-08-21 20:04:15
3369,113,佳玲,9920,無糖紅茶,食品零食,5,2025-01-17 04:58:12
2143,109,Sophia,5668,快充行動電源,3C配件,5,2024-05-16 00:05:36
5634,124,Emily,9716,牙刷組,居家生活,5,2024-12-03 17:49:38
3434,115,Ivy,8035,無糖紅茶,食品零食,3,2024-06-19 20:05:40
9903,113,Daniel,5372,充電線,3C配件,2,2024-12-23 08:41:40
7274,108,Sophia,815,男用短襪,居家生活,3,2025-01-16 17:13:13
7246,113,家豪,8215,洗手慕絲,居家生活,1,2024-03-05 18:17:16
6439,128,小華,7313,洗手慕絲,居家生活,1,2024-09-26 16:38:10
1251,124,家豪,6817,洗衣精,居家生活,6,2024-03-20 02:43:27
8692,126,Emily,5646,果汁飲料,食品零食,5,2024-12-20 14:28:18
2315,128,Kevin,8842,自動鉛筆,文具用品,4,2024-06-11 22:49:15
8994,128,Ivy,688,女用短襪,居家生活,5,2024-02-05 08:32:51
5708,108,小華,7210,無糖紅茶,食品零食,1,2025-01-24 23:04:26
2646,115,家豪,5006,泡麵,食品零食,1,2024-01-24 11:48:36
1919,110,Kevin,6241,洗髮精,居家生活,4,2024-03-15 08:53:27
9702,114,Eric,3050,快充行動電源,3C配件,2,2024-03-30 02:52:30
7267,120,佳玲,8253,泡麵,食品零食,5,2024-03-14 08:27:13
8555,121,Emily,7629,洗衣精,居家生活,3,2024-12-07 00:20:31
8622,129,Emily,9055,無糖紅茶,食品零食,2,2024-02-07 16:04:58
6661,119,Emily,7051,洗手慕絲,居家生活,6,2024-05-08 16:37:58
5949,107,Sophia,8016,無糖紅茶,食品零食,1,2024-05-01 13:53:06
6881,119,Emily,4937,快充行動電源,3C配件,1,2025-02-28 23:57:55
7484,109,小美,9372,牛奶餅乾,食品零食,6,2025-02-02 01:47:08
9138,127,Emily,3870,無線滑鼠,3C配件,5,2025-02-14 12:49:39
4588,121,佳玲,4206,果汁飲料,食品零食,6,2025-01-22 00:00:00
3240,121,小華,745,男用短襪,居家生活,3,2025-02-07 16:02:59
1546,119,Kevin,2253,果汁飲料,食品零食,1,2024-05-31 11:53:43
7807,106,佳玲,2265,無線滑鼠,3C配件,5,2025-03-24 13:19:13
9697,117,Emily,2795,筆記本,文具用品,3,2025-02-26 17:32:36
5835,124,Kevin,1986,無糖紅茶,食品零食,4,2024-02-08 05:07:29
4696,128,Sophia,9231,洗手慕絲,居家生活,3,2024-02-16 14:21:57
1228,109,Ivy,2124,螢光筆組,文具用品,4,2024-07-07 09:32:42
7242,127,Kevin,1875,洗衣精,居家生活,6,2024-04-29 17:09:57
1410,120,Ivy,5474,洗衣精,居家生活,5,2024-04-23 23:34:49
2035,121,Daniel,5051,無糖紅茶,食品零食,6,2024-07-28 04:14:52
3290,102,小美,5086,果汁飲料,食品零食,4,2024-02-29 03:32:19
4846,129,Ivy,2322,筆記本,文具用品,4,2024-08-20 13:30:29
9850,114,Eric,2631,筆記本,文具用品,4,2024-12-01 03:36:18
9017,120,Sophia,4683,洗手慕絲,居家生活,1,2024-12-19 13:29:26
4559,115,Daniel,3968,男用短襪,居家生活,3,2024-02-20 13:22:27
9920,129,Kevin,1092,男用短襪,居家生活,4,2024-05-21 06:54:38
3001,128,Daniel,1601,充電線,3C配件,6,2024-04-18 23:21:49
1349,102,Kevin,4090,筆記本,文具用品,2,2025-02-06 20:33:20
4362,103,Ivy,3494,筆記本,文具用品,5,2024-04-20 08:28:59
6383,125,家豪,9864,牙刷組,居家生活,1,2024-05-21 05:16:04
3129,118,Emily,2958,洗手慕絲,居家生活,1,2024-12-04 00:56:19
3159,101,Kevin,3998,泡麵,食品零食,5,2024-06-14 00:34:28
3854,109,小美,2176,果汁飲料,食品零食,6,2024-08-03 19:09:15
2862,124,小華,7902,筆記本,文具用品,4,2025-02-02 13:10:53
9408,119,小華,7505,洗髮精,居家生活,5,2024-04-23 22:23:43
1710,124,Ivy,5041,泡麵,食品零食,4,2024-11-25 01:08:02
1996,116,Sophia,7084,果汁飲料,食品零食,6,2024-02-25 17:51:00
8267,103,小華,5377,洗手慕絲,居家生活,5,2024-03-16 02:23:29
3067,109,Eric,9690,泡麵,食品零食,5,2024-12-30 11:50:22
7240,120,Ivy,4931,果汁飲料,食品零食,4,2024-09-15 22:02:34
8048,104,小華,9133,洗衣精,居家生活,6,2025-03-19 07:49:43
8046,115,佳玲,6879,快充行動電源,3C配件,3,2025-02-27 16:30:41
7532,114,小華,5220,洗手慕絲,居家生活,4,2024-06-09 09:16:48
7132,105,Daniel,1199,無糖紅茶,食品零食,1,2025-03-01 03:06:28
2527,114,小華,6205,充電線,3C配件,2,2024-10-11 02:11:01
6400,122,小華,6830,無糖紅茶,食品零食,3,2025-03-23 15:23:55
1842,110,Eric,5219,女用短襪,居家生活,3,2024-02-23 21:02:28
9313,107,家豪,8000,牙刷組,居家生活,2,2025-03-09 03:56:24
6736,128,Ivy,6122,洗手慕絲,居家生活,1,2025-01-25 10:08:32
4705,126,Sophia,9290,自動鉛筆,文具用品,5,2024-11-10 23:23:59
1430,120,Emily,574,洗手慕絲,居家生活,2,2024-05-19 11:14:59
6567,112,小美,3072,洗髮精,居家生活,2,2024-10-16 23:55:59
7566,103,家豪,602,果汁飲料,食品零食,1,2025-01-17 19:18:51
4524,113,Sophia,7532,男用短襪,居家生活,3,2024-03-21 13:28:23
6105,124,Kevin,9399,女用短襪,居家生活,5,2024-02-13 01:54:55
3549,106,Eric,915,無糖紅茶,食品零食,6,2024-02-11 09:54:25
8259,122,Sophia,8057,護手霜,居家生活,5,2024-08-14 15:04:47
5475,107,Ivy,1964,牛奶餅乾,食品零食,3,2024-08-08 04:02:14
5640,122,Eric,8072,筆記本,文具用品,5,2024-12-07 11:13:45
1744,108,Sophia,9919,洗手慕絲,居家生活,1,2024-01-04 07:26:34
5938,107,家豪,4286,螢光筆組,文具用品,3,2024-06-16 04:22:06
1126,116,Sophia,2978,保溫瓶,居家生活,2,2024-07-13 19:23:26
4770,117,Ivy,5902,洗髮精,居家生活,1,2024-07-22 01:32:24
8147,101,Daniel,1375,保溫瓶,居家生活,3,2024-10-21 15:37:47
7626,123,Sophia,4843,無糖紅茶,食品零食,1,2024-07-26 00:45:33
6321,106,Eric,7638,充電線,3C配件,6,2024-07-04 03:12:31
8155,128,小華,4086,女用短襪,居家生活,4,2024-10-28 14:34:47
9584,103,Sophia,5183,泡麵,食品零食,6,2024-06-22 08:04:01
6456,125,家豪,1351,洗手慕絲,居家生活,5,2024-11-20 04:09:05
9693,117,佳玲,5824,無糖紅茶,食品零食,3,2025-01-07 23:29:59
3419,108,小華,2499,護手霜,居家生活,3,2024-04-11 06:19:00
3504,125,小華,3002,護手霜,居家生活,6,2024-09-09 16:53:31
8354,122,Eric,5395,無線滑鼠,3C配件,6,2024-06-10 05:29:46
8205,103,Daniel,7345,男用短襪,居家生活,6,2024-06-04 10:00:02
1920,112,Ivy,1315,泡麵,食品零食,3,2024-08-24 16:27:13
1616,102,Kevin,4803,無線滑鼠,3C配件,1,2024-11-26 03:17:15
9307,113,Daniel,9608,牛奶餅乾,食品零食,5,2025-02-09 01:29:36
8368,130,Eric,3184,護手霜,居家生活,3,2024-11-05 17:19:01
9214,105,小美,7481,護手霜,居家生活,1,2025-02-19 12:30:15
2381,117,家豪,741,自動鉛筆,文具用品,2,2024-12-28 15:56:17
8199,117,Ivy,2700,女用短襪,居家生活,3,2024-07-09 10:17:59
7347,114,Kevin,9895,牛奶餅乾,食品零食,1,2025-02-08 22:58:11
6482,103,Kevin,1648,自動鉛筆,文具用品,5,2024-12-13 14:04:27
5655,109,Eric,2563,女用短襪,居家生活,3,2024-02-11 21:13:00
3317,130,Kevin,5182,果汁飲料,食品零食,6,2024-12-23 14:16:14
3112,120,小華,5172,洗衣精,居家生活,5,2024-07-11 23:25:43
6381,127,家豪,8724,無線滑鼠,3C配件,1,2024-11-26 15:24:56
9331,112,小美,6040,快充行動電源,3C配件,3,2024-04-02 07:47:54
6598,125,Daniel,3245,洗髮精,居家生活,2,2024-03-11 05:38:28
2264,110,小華,8417,果汁飲料,食品零食,5,2025-03-03 19:10:13
1618,122,Kevin,2247,洗髮精,居家生活,5,2024-07-11 05:36:58
3658,106,Eric,2812,護手霜,居家生活,6,2024-08-12 01:35:26
7731,112,佳玲,7377,果汁飲料,食品零食,5,2024-05-25 16:20:41
4833,118,佳玲,5170,洗衣精,居家生活,4,2025-03-03 07:03:50
7026,122,Eric,7318,筆記本,文具用品,4,2025-01-28 10:15:32
7256,117,Ivy,6959,牙刷組,居家生活,2,2025-02-22 07:16:14
3267,128,Emily,954,快充行動電源,3C配件,6,2024-09-03 13:30:55
2680,123,Ivy,2142,充電線,3C配件,3,2024-02-12 05:50:12
5469,115,Ivy,2514,男用短襪,居家生活,4,2024-02-16 08:05:02
8391,129,Kevin,536,女用短襪,居家生活,4,2024-01-28 14:26:04
9224,112,佳玲,6426,螢光筆組,文具用品,1,2024-07-10 08:10:30
1461,111,小華,5593,螢光筆組,文具用品,2,2024-03-11 01:23:40
5700,130,Daniel,2373,筆記本,文具用品,6,2024-08-28 16:19:59
1086,129,小華,411,無線滑鼠,3C配件,3,2024-04-20 05:26:37
9991,124,Eric,8747,洗衣精,居家生活,4,2024-02-26 10:29:22
4893,110,小華,882,保溫瓶,居家生活,2,2024-08-02 23:15:48
8489,103,小華,8289,螢光筆組,文具用品,5,2024-10-01 00:35:54
9443,119,佳玲,2452,洗手慕絲,居家生活,3,2024-08-07 00:03:25
6780,108,Eric,6925,充電線,3C配件,2,2024-12-06 03:07:01
9576,112,小華,8718,螢光筆組,文具用品,5,2024-09-16 18:28:55
1333,113,Daniel,813,筆記本,文具用品,6,2024-07-17 13:35:29
5155,124,小美,5950,男用短襪,居家生活,1,2024-06-25 08:46:44
2698,125,Eric,5547,男用短襪,居家生活,2,2024-01-23 12:49:36
9945,111,家豪,7712,果汁飲料,食品零食,6,2024-09-02 23:00:02
3986,126,家豪,1133,洗髮精,居家生活,6,2025-02-01 16:39:48
1605,110,佳玲,817,泡麵,食品零食,2,2025-03-29 01:31:32
6170,130,Emily,8544,保溫瓶,居家生活,4,2025-02-21 19:46:16
8756,109,小美,3231,洗衣精,居家生活,3,2024-07-01 01:44:25
6438,109,小華,6129,女用短襪,居家生活,4,2025-03-31 14:33:51
8204,129,Sophia,5654,洗髮精,居家生活,2,2024-09-11 18:06:51
7018,130,Ivy,4469,泡麵,食品零食,1,2025-01-07 15:27:20
2293,114,Eric,3056,泡麵,食品零食,5,2024-05-30 11:41:41
2680,103,Kevin,4943,螢光筆組,文具用品,3,2024-08-16 21:56:26
7981,106,Daniel,5859,男用短襪,居家生活,4,2024-01-22 12:50:10
8126,109,小美,1329,果汁飲料,食品零食,6,2024-11-22 14:47:22
6952,117,家豪,610,洗衣精,居家生活,2,2025-03-10 22:07:15
8179,102,家豪,1201,牙刷組,居家生活,2,2025-02-02 23:29:22
7001,112,Sophia,9393,無糖紅茶,食品零食,1,2024-11-05 05:35:11
8371,112,Kevin,7373,洗髮精,居家生活,1,2024-10-20 05:00:47
9674,112,Sophia,5250,泡麵,食品零食,6,2024-05-22 09:05:17
2858,101,家豪,8276,泡麵,食品零食,5,2024-07-17 20:26:59
2929,109,Emily,7411,洗衣精,居家生活,2,2024-11-09 10:23:51
9047,107,小華,2323,洗衣精,居家生活,1,2024-08-19 06:17:10
8292,103,Kevin,5792,洗手慕絲,居家生活,6,2024-02-03 20:01:29
9882,110,Emily,2680,充電線,3C配件,6,2024-12-29 23:13:04
3852,126,Kevin,8435,護手霜,居家生活,2,2024-03-03 07:19:02
3275,108,Daniel,530,洗衣精,居家生活,3,2024-10-10 20:50:09
7044,115,Ivy,2226,女用短襪,居家生活,5,2025-03-28 03:08:20
2077,110,Sophia,7942,螢光筆組,文具用品,5,2024-07-29 14:54:25
2208,105,Kevin,1315,女用短襪,居家生活,4,2024-08-26 18:50:11
6644,105,Ivy,9730,牛奶餅乾,食品零食,2,2025-01-28 04:41:52
8088,117,小美,2134,泡麵,食品零食,5,2024-03-19 11:04:22
3697,106,Kevin,3794,泡麵,食品零食,3,2024-09-22 10:20:30
2292,109,佳玲,9124,護手霜,居家生活,3,2024-03-05 22:45:22
5961,120,Ivy,1630,自動鉛筆,文具用品,5,2024-11-24 06:08:23
3526,106,Eric,5631,快充行動電源,3C配件,5,2024-01-22 01:01:58
2330,102,Eric,4436,牛奶餅乾,食品零食,6,2024-04-17 20:49:51
7825,120,小美,8259,無糖紅茶,食品零食,6,2024-10-06 10:32:47
5949,116,佳玲,6753,果汁飲料,食品零食,3,2024-08-20 02:39:24
1981,106,Daniel,6909,無糖紅茶,食品零食,4,2024-08-25 07:25:41
6573,120,家豪,5221,洗衣精,居家生活,6,2024-06-12 12:34:28
7532,105,Kevin,8537,充電線,3C配件,5,2024-02-24 11:37:07
4960,115,小華,4482,洗手慕絲,居家生活,4,2024-05-06 05:07:45
2586,102,Emily,6393,女用短襪,居家生活,5,2024-08-02 09:02:21
3616,127,Kevin,9564,護手霜,居家生活,6,2024-06-09 06:54:41
3610,116,Ivy,7748,牙刷組,居家生活,4,2025-03-26 11:14:01
9148,101,小華,6542,洗衣精,居家生活,5,2024-08-22 08:45:52
4524,119,Kevin,897,洗髮精,居家生活,1,2024-05-24 18:01:06
8710,110,Ivy,233,牛奶餅乾,食品零食,1,2024-08-08 04:52:35
5333,124,Kevin,6706,無糖紅茶,食品零食,3,2024-01-24 14:35:05
1838,119,Ivy,3289,男用短襪,居家生活,3,2024-10-10 10:30:27
2204,113,Ivy,7478,牙刷組,居家生活,5,2024-05-23 22:41:29
2946,105,小華,6553,泡麵,食品零食,3,2025-02-10 12:20:44
6990,125,家豪,3361,果汁飲料,食品零食,5,2024-09-17 14:36:50
9193,102,小美,737,泡麵,食品零食,2,2024-12-31 12:07:32
8761,117,Daniel,2540,泡麵,食品零食,5,2024-09-20 05:05:21
6373,130,Eric,5318,自動鉛筆,文具用品,2,2024-07-20 22:26:45
5902,119,Kevin,8411,充電線,3C配件,5,2024-09-29 17:50:05
5911,116,小美,6135,保溫瓶,居家生活,3,2024-12-10 03:59:26
7824,119,Emily,536,果汁飲料,食品零食,5,2024-08-30 09:40:03
4728,124,小美,9660,保溫瓶,居家生活,4,2024-03-28 19:05:12
7229,105,佳玲,617,保溫瓶,居家生活,5,2024-12-24 04:00:04
4125,101,Daniel,5239,無糖紅茶,食品零食,4,2024-03-18 15:02:07
4340,114,Ivy,7826,牛奶餅乾,食品零食,6,2025-01-07 02:16:03
3262,117,佳玲,9289,牛奶餅乾,食品零食,3,2024-12-05 17:25:01
9609,113,Kevin,2937,洗髮精,居家生活,4,2024-09-29 12:27:49
9950,112,Emily,8032,洗手慕絲,居家生活,2,2024-05-06 10:09:29
5890,108,Emily,4835,泡麵,食品零食,6,2024-04-16 17:48:14
6194,116,Kevin,9283,男用短襪,居家生活,6,2024-05-20 10:28:41
2996,119,Ivy,6320,洗髮精,居家生活,4,2025-02-23 12:33:57
3399,110,小美,4812,保溫瓶,居家生活,6,2024-02-10 12:36:38
8247,121,Emily,7949,自動鉛筆,文具用品,2,2024-04-13 19:36:32
5442,130,Ivy,4550,洗手慕絲,居家生活,2,2024-02-25 22:24:58
4920,108,小美,8800,果汁飲料,食品零食,2,2024-11-22 08:28:38
1860,104,Sophia,5511,泡麵,食品零食,6,2024-08-29 03:39:38
3252,101,Ivy,2687,洗手慕絲,居家生活,4,2024-11-30 17:19:10
8822,121,佳玲,4806,泡麵,食品零食,3,2024-05-26 23:30:59
1969,130,小華,9506,洗髮精,居家生活,2,2024-09-30 01:21:28
3868,114,家豪,695,護手霜,居家生活,4,2025-02-07 18:02:10
